query_id	doc_id	relevance
hotpotqa_portable::q::5ae0361155429925eb1afc2c	hotpotqa_portable::doc::aa82b7aba83388ef	1
hotpotqa_portable::q::5abc0a5d5542993f40c73c64	hotpotqa_portable::doc::e847841870508ad6	1
hotpotqa_portable::q::5abc0a5d5542993f40c73c64	hotpotqa_portable::doc::3fc297f126ae2f70	1
hotpotqa_portable::q::5a7cc50e554299452d57ba3e	hotpotqa_portable::doc::33a9f25147ca6b62	1
hotpotqa_portable::q::5a7cc50e554299452d57ba3e	hotpotqa_portable::doc::aaf19bde113d3769	1
hotpotqa_portable::q::5abf63f15542997ec76fd3ea	hotpotqa_portable::doc::b1186ed57ec06d3e	1
hotpotqa_portable::q::5abf63f15542997ec76fd3ea	hotpotqa_portable::doc::379b48fac0e0dc38	1
hotpotqa_portable::q::5a8ef2a75542995a26add583	hotpotqa_portable::doc::efa292b474e8d2e7	1
hotpotqa_portable::q::5a8ef2a75542995a26add583	hotpotqa_portable::doc::a1e10f28997b323d	1
hotpotqa_portable::q::5a80721b554299485f5985ef	hotpotqa_portable::doc::890a68d11a56cdec	1
hotpotqa_portable::q::5a80721b554299485f5985ef	hotpotqa_portable::doc::589ff3881e98d59a	1
hotpotqa_portable::q::5ab51dae5542991779162d82	hotpotqa_portable::doc::21e777c269e0f332	1
hotpotqa_portable::q::5ab51dae5542991779162d82	hotpotqa_portable::doc::d97678e27f38e3ec	1
hotpotqa_portable::q::5a7571135542992d0ec05f98	hotpotqa_portable::doc::1c3b21385759602a	1
hotpotqa_portable::q::5a7571135542992d0ec05f98	hotpotqa_portable::doc::7c13ff72a33a6581	1
hotpotqa_portable::q::5a7a0e1e5542990783324e1a	hotpotqa_portable::doc::2a875f8e01ab8246	1
hotpotqa_portable::q::5a7a0e1e5542990783324e1a	hotpotqa_portable::doc::c2d4f32bf4c9f793	1
hotpotqa_portable::q::5a74106b55429979e288289e	hotpotqa_portable::doc::2cbd84058336b0b9	1
hotpotqa_portable::q::5a74106b55429979e288289e	hotpotqa_portable::doc::1df66555b6f25e70	1
hotpotqa_portable::q::5a79311755429970f5fffe67	hotpotqa_portable::doc::680be12b23511604	1
hotpotqa_portable::q::5a79311755429970f5fffe67	hotpotqa_portable::doc::4185574c68a73e3a	1
hotpotqa_portable::q::5ab2d3df554299194fa9352c	hotpotqa_portable::doc::6d22b42ef40a10e4	1
hotpotqa_portable::q::5ab2d3df554299194fa9352c	hotpotqa_portable::doc::f750d256f8691ade	1
hotpotqa_portable::q::5a760ab65542994ccc918697	hotpotqa_portable::doc::593094b3fc285e39	1
hotpotqa_portable::q::5a760ab65542994ccc918697	hotpotqa_portable::doc::8e0037d801c74003	1
hotpotqa_portable::q::5a7d54165542995f4f402256	hotpotqa_portable::doc::b66681e2cdb5814d	1
hotpotqa_portable::q::5a7d54165542995f4f402256	hotpotqa_portable::doc::d6c11d60343bf3e4	1
hotpotqa_portable::q::5ab859a955429934fafe6d7b	hotpotqa_portable::doc::c671c30a17be53e7	1
hotpotqa_portable::q::5ab859a955429934fafe6d7b	hotpotqa_portable::doc::851c0a22d669c0d8	1
hotpotqa_portable::q::5add61d65542995b365fab21	hotpotqa_portable::doc::00b5172c9a3c9faf	1
hotpotqa_portable::q::5add61d65542995b365fab21	hotpotqa_portable::doc::f85dfd1a3ef837c8	1
hotpotqa_portable::q::5a8e068b5542995085b37384	hotpotqa_portable::doc::790fd7c34d7234db	1
hotpotqa_portable::q::5a8e068b5542995085b37384	hotpotqa_portable::doc::ccc4c6bb02ef772b	1
hotpotqa_portable::q::5abbf698554299114383a0b5	hotpotqa_portable::doc::bb9be31b7b6eeb8f	1
hotpotqa_portable::q::5abbf698554299114383a0b5	hotpotqa_portable::doc::6c6d4c5894cf0ce6	1
hotpotqa_portable::q::5a8e1027554299653c1aa15f	hotpotqa_portable::doc::382ab9aede0a3ee6	1
hotpotqa_portable::q::5a8e1027554299653c1aa15f	hotpotqa_portable::doc::3aa5b19ba7eef0fb	1
hotpotqa_portable::q::5ab84bf555429916710eb01f	hotpotqa_portable::doc::788a28549d0ad5bc	1
hotpotqa_portable::q::5ab84bf555429916710eb01f	hotpotqa_portable::doc::2c2d4189d9cebed5	1
hotpotqa_portable::q::5a77724455429972597f153e	hotpotqa_portable::doc::bf9d80bbb679588c	1
hotpotqa_portable::q::5a77724455429972597f153e	hotpotqa_portable::doc::adb252b7f7df3316	1
hotpotqa_portable::q::5a87c13f5542996e4f30890c	hotpotqa_portable::doc::6231aa6d48889cb2	1
hotpotqa_portable::q::5a87c13f5542996e4f30890c	hotpotqa_portable::doc::28e107eb36d303e4	1
hotpotqa_portable::q::5ab96ab755429970cfb8eacd	hotpotqa_portable::doc::da59e386b74f4835	1
hotpotqa_portable::q::5ab96ab755429970cfb8eacd	hotpotqa_portable::doc::de1df0a3514026a7	1
hotpotqa_portable::q::5a8a43eb5542996c9b8d5e82	hotpotqa_portable::doc::a68a21c11223fb8e	1
hotpotqa_portable::q::5a8a43eb5542996c9b8d5e82	hotpotqa_portable::doc::c1289d76d34fc0a8	1
hotpotqa_portable::q::5ae73acb5542991e8301cc07	hotpotqa_portable::doc::cf7076ebc5ca2467	1
hotpotqa_portable::q::5ae73acb5542991e8301cc07	hotpotqa_portable::doc::e1ab7c23522df4ad	1
hotpotqa_portable::q::5a7320565542991f9a20c61d	hotpotqa_portable::doc::b252d09304b57f49	1
hotpotqa_portable::q::5a7320565542991f9a20c61d	hotpotqa_portable::doc::b391d7a5b0315edc	1
hotpotqa_portable::q::5ae32e125542991a06ce9946	hotpotqa_portable::doc::1a92fdcda5c1d35b	1
hotpotqa_portable::q::5ae32e125542991a06ce9946	hotpotqa_portable::doc::e7d31b4ab7dfbc68	1
hotpotqa_portable::q::5adc53f75542996e6852530a	hotpotqa_portable::doc::1068878d04ae19c0	1
hotpotqa_portable::q::5adc53f75542996e6852530a	hotpotqa_portable::doc::5710ca634ed316e7	1
hotpotqa_portable::q::5a8b20335542996c9b8d5fb3	hotpotqa_portable::doc::0808bbf6ed60b62f	1
hotpotqa_portable::q::5a8b20335542996c9b8d5fb3	hotpotqa_portable::doc::304826b4b088f44a	1
hotpotqa_portable::q::5a85fb085542994775f606de	hotpotqa_portable::doc::b68e7301b23a41c3	1
hotpotqa_portable::q::5a85fb085542994775f606de	hotpotqa_portable::doc::f7bd4cf3efc21c1c	1
hotpotqa_portable::q::5a7be2595542997c3ec972ac	hotpotqa_portable::doc::3b405e3490137118	1
hotpotqa_portable::q::5a7be2595542997c3ec972ac	hotpotqa_portable::doc::d45fbfc6b81e9a41	1
hotpotqa_portable::q::5a77152355429966f1a36c2e	hotpotqa_portable::doc::931715749c900843	1
hotpotqa_portable::q::5a77152355429966f1a36c2e	hotpotqa_portable::doc::e5e011d9799c1b5e	1
hotpotqa_portable::q::5a8f4c8d554299458435d5a3	hotpotqa_portable::doc::9c05f7aea4b1bb4d	1
hotpotqa_portable::q::5a8f4c8d554299458435d5a3	hotpotqa_portable::doc::9e22272720a0f9aa	1
hotpotqa_portable::q::5a80840f554299485f59863b	hotpotqa_portable::doc::a0cce878aa16a97d	1
hotpotqa_portable::q::5a80840f554299485f59863b	hotpotqa_portable::doc::b2c5dad117a70f6e	1
hotpotqa_portable::q::5a8361b65542992ef85e22a0	hotpotqa_portable::doc::8f078834bff00585	1
hotpotqa_portable::q::5a8361b65542992ef85e22a0	hotpotqa_portable::doc::b041e89634d31ee3	1
hotpotqa_portable::q::5ae7ba7a5542993210983f12	hotpotqa_portable::doc::217237626cda7094	1
hotpotqa_portable::q::5ae7ba7a5542993210983f12	hotpotqa_portable::doc::173317ad0ce61b30	1
hotpotqa_portable::q::5ac2acff55429921a00ab02b	hotpotqa_portable::doc::197c9b3208007403	1
hotpotqa_portable::q::5ac2acff55429921a00ab02b	hotpotqa_portable::doc::94d010c833539d76	1
hotpotqa_portable::q::5aba7cfe554299232ef4a2fd	hotpotqa_portable::doc::4a282ac098b7d74a	1
hotpotqa_portable::q::5aba7cfe554299232ef4a2fd	hotpotqa_portable::doc::d8ce208e71820086	1
hotpotqa_portable::q::5ae5aba0554299546bf82f17	hotpotqa_portable::doc::5efd2482e991f39f	1
hotpotqa_portable::q::5ae5aba0554299546bf82f17	hotpotqa_portable::doc::d57adf78aa44d0e4	1
hotpotqa_portable::q::5ae1f4cb554299234fd0436d	hotpotqa_portable::doc::752f6b6d92c78a62	1
hotpotqa_portable::q::5ae1f4cb554299234fd0436d	hotpotqa_portable::doc::128c85a1a7936b6c	1
hotpotqa_portable::q::5ae7e1fc55429952e35ea9cc	hotpotqa_portable::doc::e235357785869a5b	1
hotpotqa_portable::q::5ae7e1fc55429952e35ea9cc	hotpotqa_portable::doc::dc34f2972d11aab2	1
hotpotqa_portable::q::5ae37c765542992f92d822d4	hotpotqa_portable::doc::7e2367379f793372	1
hotpotqa_portable::q::5ae37c765542992f92d822d4	hotpotqa_portable::doc::73ae8a986ffd155a	1
hotpotqa_portable::q::5ae33c4d5542992f92d82262	hotpotqa_portable::doc::622aa942cde02a1a	1
hotpotqa_portable::q::5ae33c4d5542992f92d82262	hotpotqa_portable::doc::9934b3d73cdf4f7a	1
hotpotqa_portable::q::5a77cb335542997042120b3a	hotpotqa_portable::doc::b7c22334144f6400	1
hotpotqa_portable::q::5a77cb335542997042120b3a	hotpotqa_portable::doc::c5aa277d37ccfd94	1
hotpotqa_portable::q::5a8979f4554299669944a52e	hotpotqa_portable::doc::230ade878360b3b4	1
hotpotqa_portable::q::5a8979f4554299669944a52e	hotpotqa_portable::doc::e698729c0aef7685	1
hotpotqa_portable::q::5a713ea95542994082a3e6e4	hotpotqa_portable::doc::05c402c90758e1b7	1
hotpotqa_portable::q::5a713ea95542994082a3e6e4	hotpotqa_portable::doc::96c4ef18127caf3c	1
hotpotqa_portable::q::5a78bd9b554299078472774a	hotpotqa_portable::doc::93fbf383dc351274	1
hotpotqa_portable::q::5a78bd9b554299078472774a	hotpotqa_portable::doc::4461c09884c5800a	1
hotpotqa_portable::q::5a7625e8554299109176e66a	hotpotqa_portable::doc::cc9122e514c919c0	1
hotpotqa_portable::q::5a7625e8554299109176e66a	hotpotqa_portable::doc::699547d418efe2bf	1
hotpotqa_portable::q::5ae2dd2055429928c423950d	hotpotqa_portable::doc::7bc3ea5d309ce877	1
hotpotqa_portable::q::5ae2dd2055429928c423950d	hotpotqa_portable::doc::f362575fb96a4d74	1
hotpotqa_portable::q::5abdf12255429976d4830a2f	hotpotqa_portable::doc::4feb3cb1885595dd	1
hotpotqa_portable::q::5abdf12255429976d4830a2f	hotpotqa_portable::doc::83f08ca7cdf0fb47	1
hotpotqa_portable::q::5a88658955429938390d3f47	hotpotqa_portable::doc::5396508486c05a70	1
hotpotqa_portable::q::5a88658955429938390d3f47	hotpotqa_portable::doc::f671278be0c5f551	1
hotpotqa_portable::q::5a86ebac55429960ec39b6d6	hotpotqa_portable::doc::6ffa4d30c25e28a5	1
hotpotqa_portable::q::5a86ebac55429960ec39b6d6	hotpotqa_portable::doc::e3ec3f4115fc1312	1
hotpotqa_portable::q::5aba5d2e55429901930fa799	hotpotqa_portable::doc::e76eb73ce32f48e1	1
hotpotqa_portable::q::5aba5d2e55429901930fa799	hotpotqa_portable::doc::ccf8197e369f72f3	1
hotpotqa_portable::q::5ae5736e5542990ba0bbb2b3	hotpotqa_portable::doc::9d5b7bbd5a90d2e6	1
hotpotqa_portable::q::5ae5736e5542990ba0bbb2b3	hotpotqa_portable::doc::d35ff6287e8d0048	1
hotpotqa_portable::q::5ae005b555429942ec259bec	hotpotqa_portable::doc::6fa6eaba26632b2c	1
hotpotqa_portable::q::5ae005b555429942ec259bec	hotpotqa_portable::doc::22cee2aebc6b58d8	1
hotpotqa_portable::q::5a7759fc5542993569682d60	hotpotqa_portable::doc::c0c2e913c212a88d	1
hotpotqa_portable::q::5a7759fc5542993569682d60	hotpotqa_portable::doc::ec8c4cd3e7ab4b3d	1
hotpotqa_portable::q::5a835478554299123d8c20ed	hotpotqa_portable::doc::83515f75d2e0f8dd	1
hotpotqa_portable::q::5a835478554299123d8c20ed	hotpotqa_portable::doc::b1de584cf8bd90bb	1
hotpotqa_portable::q::5aba749055429901930fa7d8	hotpotqa_portable::doc::f529b814d50bdc4d	1
hotpotqa_portable::q::5aba749055429901930fa7d8	hotpotqa_portable::doc::415ab765f7803a0a	1
hotpotqa_portable::q::5abfb3425542990832d3a1c0	hotpotqa_portable::doc::097797a25ee398bd	1
hotpotqa_portable::q::5abfb3425542990832d3a1c0	hotpotqa_portable::doc::702d9eb70cfaab81	1
hotpotqa_portable::q::5ac3165c5542995ef918c10a	hotpotqa_portable::doc::f022400ba60ac793	1
hotpotqa_portable::q::5ac3165c5542995ef918c10a	hotpotqa_portable::doc::2279c301ebf1cbce	1
hotpotqa_portable::q::5ae53b545542990ba0bbb23c	hotpotqa_portable::doc::4cb2036e57bb7f1a	1
hotpotqa_portable::q::5ae53b545542990ba0bbb23c	hotpotqa_portable::doc::e1380a2ed5c27b86	1
hotpotqa_portable::q::5ae224da554299234fd043ee	hotpotqa_portable::doc::715aebff2c22e3e1	1
hotpotqa_portable::q::5ae224da554299234fd043ee	hotpotqa_portable::doc::38832d257309ee0f	1
hotpotqa_portable::q::5ae2b770554299495565db0f	hotpotqa_portable::doc::e8f8868c2d9a2649	1
hotpotqa_portable::q::5ae2b770554299495565db0f	hotpotqa_portable::doc::33b07c29b5278cf0	1
hotpotqa_portable::q::5a80b3a9554299485f5986cc	hotpotqa_portable::doc::0459c38458e73e41	1
hotpotqa_portable::q::5a80b3a9554299485f5986cc	hotpotqa_portable::doc::6bb0720277e8b7a6	1
hotpotqa_portable::q::5a8e0a005542995085b373a1	hotpotqa_portable::doc::1fefea024dab2fc5	1
hotpotqa_portable::q::5a8e0a005542995085b373a1	hotpotqa_portable::doc::d9e4025c3ee607af	1
hotpotqa_portable::q::5ac1b8ee5542994d76dccedc	hotpotqa_portable::doc::f65f7e14a883647b	1
hotpotqa_portable::q::5ac1b8ee5542994d76dccedc	hotpotqa_portable::doc::1851f03363326109	1
hotpotqa_portable::q::5adccd795542990d50227d2c	hotpotqa_portable::doc::923edecef694d69a	1
hotpotqa_portable::q::5adccd795542990d50227d2c	hotpotqa_portable::doc::c6c1c7ec5f3355fb	1
hotpotqa_portable::q::5a84c4135542994c784dda31	hotpotqa_portable::doc::661f7fc68e788aae	1
hotpotqa_portable::q::5a84c4135542994c784dda31	hotpotqa_portable::doc::0296731b5ecf82d2	1
hotpotqa_portable::q::5a85eed75542996432c5713b	hotpotqa_portable::doc::54c6e6bc81b963f5	1
hotpotqa_portable::q::5a85eed75542996432c5713b	hotpotqa_portable::doc::6a187250cebc5ee9	1
hotpotqa_portable::q::5a774e9c55429972597f14f3	hotpotqa_portable::doc::d4bb54918ea15fcf	1
hotpotqa_portable::q::5a774e9c55429972597f14f3	hotpotqa_portable::doc::5b926b2a273a54c3	1
hotpotqa_portable::q::5ae738f75542991bbc9761c4	hotpotqa_portable::doc::6abfad82fbf7f80a	1
hotpotqa_portable::q::5ae738f75542991bbc9761c4	hotpotqa_portable::doc::86916570cf515fd0	1
hotpotqa_portable::q::5ac32b565542995ef918c154	hotpotqa_portable::doc::797538bb5e2c350d	1
hotpotqa_portable::q::5ac32b565542995ef918c154	hotpotqa_portable::doc::ff0e77e1a185493d	1
hotpotqa_portable::q::5abc8d75554299700f9d7900	hotpotqa_portable::doc::13225d596882e007	1
hotpotqa_portable::q::5abc8d75554299700f9d7900	hotpotqa_portable::doc::55915de6f96f0e16	1
hotpotqa_portable::q::5a8bb29b554299240d9c2089	hotpotqa_portable::doc::348e0aa16f976a8e	1
hotpotqa_portable::q::5a8bb29b554299240d9c2089	hotpotqa_portable::doc::45a1bb70f12d1917	1
hotpotqa_portable::q::5ab659e355429954757d324e	hotpotqa_portable::doc::3e28681c6e5d2da1	1
hotpotqa_portable::q::5ab659e355429954757d324e	hotpotqa_portable::doc::327bec5859499ebe	1
hotpotqa_portable::q::5a8b8b3155429949d91db5d7	hotpotqa_portable::doc::01caee6aa101d03f	1
hotpotqa_portable::q::5a8b8b3155429949d91db5d7	hotpotqa_portable::doc::d29466246937005c	1
hotpotqa_portable::q::5ae7eaf65542994a481bbe1d	hotpotqa_portable::doc::191c27c646daa932	1
hotpotqa_portable::q::5ae7eaf65542994a481bbe1d	hotpotqa_portable::doc::5926da1c6782808c	1
hotpotqa_portable::q::5a8c4c625542995e66a475a1	hotpotqa_portable::doc::6c87e83a4b7aa67f	1
hotpotqa_portable::q::5a8c4c625542995e66a475a1	hotpotqa_portable::doc::43ae5b03fd8167d4	1
hotpotqa_portable::q::5a818387554299260e20a291	hotpotqa_portable::doc::70409fce4cb032e6	1
hotpotqa_portable::q::5a818387554299260e20a291	hotpotqa_portable::doc::28773e2f6ec0b41a	1
hotpotqa_portable::q::5ab978855542996be2020512	hotpotqa_portable::doc::24afccfbd6eaeb26	1
hotpotqa_portable::q::5ab978855542996be2020512	hotpotqa_portable::doc::3d385dfe6f79614d	1
hotpotqa_portable::q::5ae63dad55429929b0807afe	hotpotqa_portable::doc::45cd7d09f1a53487	1
hotpotqa_portable::q::5ae63dad55429929b0807afe	hotpotqa_portable::doc::b3bc11c4d1b875db	1
hotpotqa_portable::q::5a7a455c5542994f819ef1a7	hotpotqa_portable::doc::02b7451fc7d4ad02	1
hotpotqa_portable::q::5a7a455c5542994f819ef1a7	hotpotqa_portable::doc::3453b8501847f8a4	1
hotpotqa_portable::q::5a7dcc775542990b8f503ab5	hotpotqa_portable::doc::d5b7e5d16ff219ff	1
hotpotqa_portable::q::5a7dcc775542990b8f503ab5	hotpotqa_portable::doc::187c0e9c15d1422d	1
hotpotqa_portable::q::5a887bc0554299206df2b2b6	hotpotqa_portable::doc::ac6d768dca1492ca	1
hotpotqa_portable::q::5a887bc0554299206df2b2b6	hotpotqa_portable::doc::1e08c1a622e051ef	1
hotpotqa_portable::q::5a83880e554299123d8c214e	hotpotqa_portable::doc::17286bb782676ed0	1
hotpotqa_portable::q::5a83880e554299123d8c214e	hotpotqa_portable::doc::a32ce8551fc187d4	1
hotpotqa_portable::q::5a879adb5542996e4f30887f	hotpotqa_portable::doc::b6ebf93f050631f0	1
hotpotqa_portable::q::5a879adb5542996e4f30887f	hotpotqa_portable::doc::9da253d66bbe2119	1
hotpotqa_portable::q::5add11935542994734353827	hotpotqa_portable::doc::672bfef0b28590ab	1
hotpotqa_portable::q::5add11935542994734353827	hotpotqa_portable::doc::4eef57dc1e7acbc1	1
hotpotqa_portable::q::5a8c5569554299240d9c2126	hotpotqa_portable::doc::488696748aab8390	1
hotpotqa_portable::q::5a8c5569554299240d9c2126	hotpotqa_portable::doc::e3689ca124d0e102	1
hotpotqa_portable::q::5a75f0ea5542994ccc91866c	hotpotqa_portable::doc::01445e742614cf9a	1
hotpotqa_portable::q::5a75f0ea5542994ccc91866c	hotpotqa_portable::doc::d7bf4ed876283ead	1
hotpotqa_portable::q::5a89f5815542993b751ca9c5	hotpotqa_portable::doc::65ec7b8393b7dc80	1
hotpotqa_portable::q::5a89f5815542993b751ca9c5	hotpotqa_portable::doc::fa16db9c49e6a65b	1
hotpotqa_portable::q::5a8d5fc6554299585d9e37c6	hotpotqa_portable::doc::7d31947caf12c672	1
hotpotqa_portable::q::5a8d5fc6554299585d9e37c6	hotpotqa_portable::doc::a07f186ca8f8a91b	1
hotpotqa_portable::q::5ac120c55542992a796dedfc	hotpotqa_portable::doc::a2c20e045f787dae	1
hotpotqa_portable::q::5ac120c55542992a796dedfc	hotpotqa_portable::doc::49f6393275b947e8	1
hotpotqa_portable::q::5ab7c1a955429928e1fe38c8	hotpotqa_portable::doc::60f6ffefd0b1f3aa	1
hotpotqa_portable::q::5ab7c1a955429928e1fe38c8	hotpotqa_portable::doc::21ae5f77b6c80a3b	1
hotpotqa_portable::q::5abd01205542992ac4f3819b	hotpotqa_portable::doc::3f35c65743f1e57f	1
hotpotqa_portable::q::5abd01205542992ac4f3819b	hotpotqa_portable::doc::b71f51a2c5a5e17f	1
hotpotqa_portable::q::5ab69c25554299110f219a39	hotpotqa_portable::doc::9367ca01b3c1341f	1
hotpotqa_portable::q::5ab69c25554299110f219a39	hotpotqa_portable::doc::0f3df35964a27110	1
hotpotqa_portable::q::5a7b12a355429927d897bf2a	hotpotqa_portable::doc::6886dd094e40b473	1
hotpotqa_portable::q::5a7b12a355429927d897bf2a	hotpotqa_portable::doc::7a96dae27547967a	1
hotpotqa_portable::q::5ae0006755429925eb1afbd3	hotpotqa_portable::doc::96dcf28d084cadf8	1
hotpotqa_portable::q::5ae0006755429925eb1afbd3	hotpotqa_portable::doc::541449f173531b20	1
